,Date Time,x_vel [m/s],z_vel [m/s],Current Speed [m/s],Current Direction [deg],Temperature [deg]
0,2021-08-30 08:00:02,0.011480967227181338,0.029588139874540478,0.03173752715173291,158.7924526783036,20.75
1,2021-08-30 09:00:02,0.0061127129881632745,0.03177601134734557,0.0323586179745411,169.111096954765,20.87
2,2021-08-30 10:00:02,0.01730700865140453,0.03347738900067902,0.037686444814582554,152.66211860390828,20.87
3,2021-08-30 11:00:02,0.012662975316584741,0.028980935841545694,0.03162665942081493,156.39748364935213,20.94
4,2021-08-30 12:00:02,0.004324972896306721,0.03156017506190302,0.031855141507953676,172.19685179038524,21.0
5,2021-08-30 13:00:02,-0.04053401872999771,0.04346965469012966,0.059435827185990414,222.99852646631007,21.19
6,2021-08-30 14:00:02,-0.052157479185221775,0.08666470175611451,0.10114926181358479,211.04082077690325,21.25
7,2021-08-30 15:00:02,0.005156250510154803,0.03567512418635427,0.0360458236836845,171.77579267145612,21.19
8,2021-08-30 16:00:02,-0.00983731602613894,0.04296409240606186,0.044075912048132965,192.89648407264443,21.19
9,2021-08-30 17:00:02,-0.021031424307443553,0.03857364591442059,0.0439345759912489,208.60044634752035,21.12
10,2021-08-30 18:00:02,-0.025633303200965425,0.017639667434262655,0.03111629959015067,235.46602890476572,21.12
11,2021-08-30 19:00:02,-0.006180581928399163,0.04856070039741931,0.04895243830557957,187.25334456577667,21.12
12,2021-08-30 20:00:02,-0.026823367622251137,0.05771754758293667,0.06364596098407965,204.92594493565304,21.19
13,2021-08-30 21:00:02,-0.01705456163382685,0.03376511828438744,0.03782778456744029,206.79807088537325,21.19
14,2021-08-30 22:00:02,-0.01845669733433817,0.05082894715654079,0.05407616430123148,199.9566632782126,21.12
15,2021-08-30 23:00:02,-0.01009140086338562,0.052859367471031225,0.05381402327296347,190.80830108657503,21.12
16,2021-08-31 00:00:02,-0.015607281009841628,0.02511511017471,0.029569510980196896,211.85805480265077,21.12
17,2021-08-31 01:00:02,-0.020785585271382447,0.04477133038381049,0.04936104313535344,204.90360667947448,21.19
18,2021-08-31 02:00:02,-0.037141544344672074,0.04843714114159888,0.06103811070371046,217.4809493245276,21.12
19,2021-08-31 03:00:02,-0.04255377303087735,0.0469708678075348,0.06338048612748512,222.17534948457674,21.12
20,2021-08-31 04:00:02,-0.02387523501074066,0.07007074643208881,0.07402659219745418,198.81553840812205,21.12
21,2021-08-31 05:00:02,-0.027574138705474097,0.055029315387269274,0.06155126868993258,206.6145744134954,21.12
22,2021-08-31 06:00:02,-0.01568343143913192,0.04388150733412338,0.046599964674028195,199.66709877769298,21.06
23,2021-08-31 07:00:02,-0.039920922456777364,0.055081466643091576,0.06802681836859667,215.93315116293206,21.06
24,2021-08-31 08:00:02,-0.02753957137420604,0.025471418153814537,0.03751294622182402,227.23418553381728,21.06
25,2021-08-31 09:00:02,-0.02083146112607705,0.024680998520086123,0.0322970813015008,220.16531259416007,21.0
26,2021-08-31 10:00:02,-0.021075541626800663,0.031147195249796405,0.03760752885782243,214.0839845006711,21.0
27,2021-08-31 11:00:02,-0.018859954607689116,0.023934578575170243,0.03047231430946938,218.2373813962713,21.12
28,2021-08-31 12:00:02,-0.020769016576265044,0.018559226832234314,0.027853131783616335,228.21597466828766,21.12
29,2021-08-31 13:00:02,-0.014515753899720192,0.01918425269475391,0.02405707095083303,217.1129504247605,21.12
30,2021-08-31 14:00:02,-0.020072810941415622,0.0238126551936256,0.0311441854358132,220.12912009524746,21.19
31,2021-08-31 15:00:02,-0.010664579290155771,0.03486773248350295,0.03646219987846518,197.00667757186542,21.19
32,2021-08-31 16:00:02,-0.035586522302421014,0.052755610747981005,0.06363611423533964,214.001801556957,21.19
33,2021-08-31 17:00:02,-0.022664083349965,0.059541905128729235,0.06370949019143657,200.83887077563327,21.19
34,2021-08-31 18:00:02,-0.028446661070476408,0.04204914458903725,0.05076753969544239,214.07873908670086,21.19
35,2021-08-31 19:00:02,-0.02814497436995165,0.034807871259227026,0.04476301468717403,218.95833665420685,21.19
36,2021-08-31 20:00:02,-0.019702945435693228,0.026773381822567287,0.03324184160149496,216.34992608260802,21.19
37,2021-08-31 21:00:02,-0.010266654015292366,0.03323506073806662,0.0347846725862512,197.16645966740964,21.12
38,2021-08-31 22:00:02,-0.012019964137661591,0.029835821303795314,0.032166065515425994,201.94303795672985,21.12
39,2021-08-31 23:00:02,-0.017578999136350745,0.004398436970585842,0.018120912185098096,255.95244625576217,21.12
40,2021-09-01 00:00:02,0.015079931914337227,0.010076038004509891,0.018136451924491023,123.74986771243256,21.06
41,2021-09-01 01:00:02,0.009424524827255478,0.013425547774584032,0.016403261909364038,144.9317444851494,21.12
42,2021-09-01 02:00:02,0.01721367796476305,0.016969088634085586,0.02417148481467412,134.59003619082304,21.06
43,2021-09-01 03:00:02,0.019073175786111552,0.015359527426740937,0.02448879575113319,128.84430921462874,21.06
44,2021-09-01 04:00:02,-0.0031883854692829803,0.009903035796273937,0.010403649354097716,197.84650330338766,21.06
45,2021-09-01 05:00:02,0.0328791006073973,-0.0010880626835312194,0.032897099220974585,88.10461186681323,21.06
46,2021-09-01 06:00:02,0.003937439923409519,0.007886235869402416,0.008814541924473923,153.46796023896675,21.06
47,2021-09-01 07:00:02,-0.0021113383346783874,0.003144710053804421,0.0037877369082317627,213.8771603290963,21.0
48,2021-09-01 08:00:02,0.008192831933904356,0.011658971588398325,0.014249705737182167,144.90404804094385,21.12
49,2021-09-01 09:00:02,0.007484920645997113,0.010729755841686207,0.013082495843648227,145.10093643786604,21.06
